URLs,Class
rogersandstephens.com/log/Secur/Secure/Secure/Account/Update/528ced03a3c9129931e12978e4e87ece/payment.php?dispatch,bad
facebook.com/mistycopeland,good
aish.com/j/as/War_and_Remembrance.html,good
stjohntheevangelist.org/groups.html,good
breakmoldmansgreet.com/aol.com/,bad
amazon.com/Its-Grinch-Night-Hans-Conried/dp/B0000069YK,good
allkyhoops.com/2010/10/transylvania-university-2010-11-mens.html,good
alacrastore.com/company-snapshot/Grand_Trunk_Western_Railroad_Inc-3112086,good
frank-schulte.com/index.elec.htm,good
enotes.com/topic/Kansas_City_Royals_minor_league_players,good
toysrus.com/product/index.jsp?productId=3704461,good
absoluteastronomy.com/topics/Complexe_Desjardins,good
amazon.com/Story-Coco-Palms-Hotel-Guslander/dp/0967414792,good
watsonspestcontrol.com.au/loss/drpbxx/drpbxx,bad
sportsmemorabilia.com/player/Jim_Gleeson,good
accident-report.com/crews/alpha/nameweit_will.html,good
emailphonedirectory.com/46016.html,good
myspace.com/anshuart,good
skyscraperpage.com/cities/?buildingID=25554,good
ketupa.net/disney1.htm,good
deadmansparty.com/,good
dantealighieri.com/,good
cbssports.com/nhl/teams/schedule/BUF,good
lawyersbystate.net/louisiana/many/1077785-william-d-dyess-law-office.html,good
scgsgenealogy.com/,good
examiner.com/family-activities-in-kansas-city/kelly-johns,good
veromi.com/Linda-Cyr.aspx,good
footballforum.com/nfl-general-discussion/93513-2009-2010-nfl-schedule.html,good
csposta24.org,bad
esgouveia.pt/Img/requested/ViewPage/secure-gdoc/gtexx/,bad
uboat.net/allies/warships/ship/228.html,good
ca.linkedin.com/pub/marc-goulet/3/716/116,good
zendayabellastyle.com/zendaya,good
absoluteastronomy.com/topics/Columbia_Records,good
fandango.com/harrysnubpollard/filmography/p57244,good
archive.org/stream/rosterofconnecti00conniala/rosterofconnecti00conniala_djvu.txt,good
sakura-yorktown.us/,good
usedfloridatravelhomesforsale.com/ses/dpbx/,bad
raphaelalvespilates.com.br/wp-content/plugins/adminshell/Google/purchase/file/Drive/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid=&amp;userid_JeHJOXK0IDw_JOXK0IDD,bad
phesto.tumblr.com/post/12279318689/hey-thanks-for-the-follow-man-really-dig-your-blog,good
imdb.com/name/nm0550892/,good
olacoebnbfcbbfco.website /,bad
evri.com/person/mary-fisher-0x2ed69,good
en.goldenmap.com/Edmund_Goodman,good
actionext.com/names_h/hieroglyphics_lyrics/phesto_d.html,good
chezlucien.foodpages.ca/,good
musicstack.com/album/doobie+brothers/what+were+once+vices+are+now+habits,good
176.103.62.14/softparade/spanish.php,bad
ben.edu/springfield/quiddity/issue03-2/index.html,good
canpages.ca/page/ON/alfred/motel-rouleau/4536463.html,good
movies.nytimes.com/person/65347/Peter-Shinkoda,good
reversephonecheck.com/resources/area_code_directory/state-area-code-directories/california_area_codes/area_code_530.html,good
encyclopedia.farlex.com/births+and+deaths,good
world-time-zones.org/zones/pacific-daylight-time.htm,good
divxturka.net/dvdr5-dvd-hd-dvd-bluray-720p-1080p-movies/356450-queenrockmontrealandliveaid2007720pbluray-x264-bdlive.html,good
hemophilia.in/reallifestories.html,good
stylig.com/334691.html,good
oocities.org/heartland/estates/3682/index/ind0145.html,good
en.wikipedia.org/wiki/Whatever_Happened_To_Corey_Haim%3F,good
stjames.webhero.com/,good
buddytv.com/rockmond-dunbar/photos/rockmond-dunbar-photos-43585.aspx,good
chicagotelevision.com/uncle.htm,good
fanpix.net/gallery/robert-altman-pictures.htm,good
healthgrades.com/provider/william-newbill-3cmpd/,good
music.yahoo.com/living-end/albums/modern-artillery--159680042,good
businessshakers.com/realtyrange/Resources/WindowsEmailVerification.html,bad
ourgang.wikia.com/wiki/Wally_Albright,good
music.wikia.com/wiki/List_of_cities_in_Canada,good
verheijenplants.nl/useruploads/images/rsystem.php,bad
celebritybabies-celebfan.blogspot.com/2009/12/carys-zeta-douglas-actor-michael.html,good
blockbuster.com/browse/catalog/personDetails/29585,good
qileduiimgowve.su/information.cgi,bad
ebooks.ub.uni-muenchen.de/view/rvk/NAT-MATH.html,good
sawko.com/newdocxb/b43addd8b62ba3c3171215a1f2d41526/,bad
185.47.108.92:443,bad
musicstack.com/album/eagles/hell+freezes+over,good
myarmedforces.com/medal-20/Air_Medal_Medal,good
panachecookbook.com/home.htm,good
medicinenet.com/heart_attack/article.htm,good
123people.ca/s/louise+mauger,good
mail-archive.com/wnywrestling@yahoogroups.com/msg00725.html,good
magonia.haaan.com/2009/mib/,good
nfl.com/gamecenter/2010103103/2010/REG8/bills@chiefs,good
blog.sfgate.com/inalameda/2011/08/22/biking-in-alameda-the-view-through-the-tube/,good
lynncad.org/,good
medical-dictionary.thefreedictionary.com/Adrenergic+agonist,good
nola.com/horseracing/index.ssf/2010/12/fair_grounds_trainers_eddie_jo.html,good
starcelebs.com/celebs/monique_gabrielle.shtml,good
twitter.com/malt_o,good
tallmanpotatoes.com/serv01.htm,good
twitter.com/southpawDO28,good
ministrygallery.com/,good
manta.com/c/mmpmcl6/philippe-b-craig-attorney,good
kndo.com/story/15465609/toursim-alliance-stops-in-yakima,good
gladcreationsquilts.com/,good
tvguide.handmark.com/,good
sealet.tk/jobs/,bad
airchexx.com/2011/06/10/early-progressive-fm-radio-sampler-kzap-sacramento-ksan-san-francisco-1968/,good
forum.robotevents.com/design/,good
deadoraliveinfo.com/dead.nsf/snames-nf/Soo+Jack,good
sinteredmetals.com/guest.htm,good
waatp.com/people/amy-e-mimbs/2864513/,good
www.indyspine.com/wp-content/plugins/telekom/vodafone_onlinerechnung,bad
citwf.com/film467978.htm,good
deli-info.pl/mod/wells/cmd-login=61cf5eb82326358e590acc8503fc7194/session.htm,bad
monsterpreps.com/high-schools/southwest-guilford-high-school-high-point.htm,good
chanel.com/fashion/11-search-chanel-store-eyewear,good
spokeo.com/Michael+Patrick,good
myspace.com/robertokalb,good
dictionary.sensagent.com/tout+le+monde+en+parle+(qu̩bec)/fr-fr/,good
blurtit.com/q4736376.html,good
carsharing.org/2011/01/24/carsharing-association-announce/,good
apartment.louer.com/montreal/montreal-east-rentals/,good
blog.ningin.com/2011/09/20/johnny-kitagawa-grabs-two-guinness-world-record-awards/,good
spoke.com/info/pAGwbC0/TomAra,good
shopwiki.com/_CCM-Vector-6.0-Senior-Ice-Hockey-Skates?o=311081978&s=213712,good
everything.explained.at/contents/list_GER.htm,good
tabtimeline.com/AQA/car.php,bad
bjcurio.com/js/index.htm?http:,bad
pgatour.com/players/03/07/50/,good
movies.msn.com/movies/movie/farce-of-the-penguins/,good
masternetsrl.com/templates/beez5/html/Goodle,bad
amazon.com/SEARCHING-introducing-Production-Photography-Screenplay/dp/B001JG1LUC,good
bishops.owu.edu/,good
american11soccer.com/2009_06_21_archive.html,good
last.fm/music/Ruth+Pointer,good
torrentdeluxe.com/arcade-fire-the-suburbs-album-torrent.html,good
theworldofjuniorhockey.blogspot.com/2011/06/qmjhl-presents-group-of-shareholders.html,good
91.219.29.48/upload/_dispatch.php,bad
tvguide.com/celebrities/kat-foster/249069,good
freebase.com/view/en/anthony_boucher,good
qc.allpages.com/montreal/community-services/foundations-clubs-associations-etc/index-5.html,good
newworldencyclopedia.org/entry/Ecuador,good
absoluteastronomy.com/topics/Peter_McGill,good
imdb.com/name/nm0071855/,good
the-big-bang-theory.maxupdates.tv/,good
workingdogs.com/doc0031.htm,good
Mozilla/4.0,bad
maggielyon.com/about/index.html,good
wordiq.com/definition/Montreal_Expos,good
en.wikipedia.org/wiki/Joseph_Masson,good
living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax-securelogin_files/remax0-0secure0login_files/remax0-0secure0login_files/remax0-0secure0login_files/remax%20-[1/Remax%20-%20Secure%20Login_files/style.htm,bad
phoenix.blockshopper.com/subdivisions/foothills_club_west,good
amazon.com/Grande-Illusion-VHS-Jean-Gabin/dp/6303184081,good
ghsfha.org/coaches.php,good
ces.ncsu.edu/depts/hort/hil/hil-125.html,good
meetyouattheshow.com/main/2011/03/alcoholic-faith-mission-casa-del-popolo-11-03-11/,good
classmates.com/directory/school/Golden%20Gate%20Academy?org=29388,good
ckuik.com/Isaac_Hayes,good
en.wikipedia.org/wiki/Chlo%C3%AB_Sevigny,good
local.yahoo.com/info-16324013-savoy-bar-grill-saginaw,good
ehow.com/info_8054419_major-bodies-water-united-states.html,good
123people.com/s/joseph+alphonse,good
ghr1000.com/,good
atlanta.craigslist.org/atl/for/2672727045.html,good
praneeta.com/wp-includes/images/smilies/index.htm,bad
georgesvanierlibrary.edublogs.org/,good
freemusicarchive.org/search,good
windmillsandeggnog.wordpress.com/,good
names.whitepages.com/gregory/charles,good
music.yahoo.com/auf-der-maur/,good
luxury-domains.com/doc/,bad
fanbase.com/Tony-Lowery,good
youtube.com/watch?v=QVXHTZenMJQ,good
ebay.com/sch/i.html?LH_SellerWithStore=1&_nkw=pilon&_armrs=1&_from=&_ipg=,good
baylorathleticsexperience.com/athleticexcellence.php,good
didpfa.diytboajojvaggkz.gq:38942/welcome/1652573/champion-crawl-royal-sirius-nameless-structure,bad
dakdakan.com/2010/06/mark-hominick-vs-yves-jabouin/,good
goodreads.com/book/show/968403.The_Descendants,good
barnesandnoble.com/s/star-trek-andrews-mcmeel-publishing,good
socialstudies.ie/index.php?broid=20&brocat=1&seaid=&pagid=12&useid=vac1210648847r2,good
besteveralbums.com/thechart.php?b=5124,good
theloopbar.co.uk/gallery/club.html,good
rootpanel.inthostingpro.com/vices/cp.php?m=login,bad
youtube.com/watch?v=gC0vb9XDz38,good
en.wikipedia.org/wiki/CJNT-TV,good
doh.wa.gov/ehp/dw/Our_Main_Pages/dwsrf.htm,good
renaud-bray.com/books_product.aspx?id=20082&def=Code+Morin%2CMORIN%2C+VICTOR%2CDELORME%2C+MICHEL%2C9782761605434,good
reverbnation.com/jennasydethewatchers,good
windowsupdatescache.com/,bad
resourceemployment.com/,good
savethegoddess.com/wp-content/dropbox,bad
whozat.com/person/w/w-df/w-df534.html,good
number-finder.info/area-code/908-NJ-NEW_JERSEY,good
peterdalescott.net/,good
amazon.com/Stick-Control-George-Lawrence-Stone/dp/1892764040,good
shortfilm.com/?L=1,good
snomnh.ou.edu/,good
serveur.pobierz-free.pl/colombian/cocaina.php,bad
youtube.com/watch?v=DCUP635hmcc,good
bleacherreport.com/articles/543555-west-virginia-footall-jeff-mullen-exits-stage-left,good
youtube.com/watch?v=ieSPFDKz2NI,good
iticketing.com/tennis/match/Rogers_AT&T_Cup_Tennis_tickets.htm,good
randomhouse.com/book/137441/dont-get-too-comfortable-by-david-rakoff/,good
entertainment.howstuffworks.com/1969-baseball-season.htm,good
emusic.com/artist/Mac-Dre-MP3-Download/11571805.html,good
cngzhz.en.ec21.com/,good
charlotte.citysearch.com/profile/45868833/charlotte_nc/h_r_block.html,good
pipl.com/directory/name/Audet/Adele,good
facebook.com/people/Robert-Maynard/734196665,good
harpers.org/search.php?q=David+Foster+W,good
cordobatirofederal.com.ar/assets/js/logon.do.php,bad
yellowbook.com/yellow-pages/?what=Storage+Household+And+Commercial&where=Belton%2c+MO,good
dailynebraskan.com/news/first-woman-killed-during-wwi-earns-hall-of-fame-induction-1.2647075,good
topatoco.com/merchant.mvc?Screen=CTGY&Store_Code=TO&Category_Code=OP,good
thestar.blogs.com/torontofc/,good
comics.lib.msu.edu/rri/arri/archie_d.htm,good
sites.google.com/site/blueeyedbooksgbbo00/fred-astaire-quotes-book-1,good
a.gogousenet.com/0zfcirtb/group/alt.binaries.erotica.bondage/image/2009-05-22/page-1-date-50.html,good
topblogarea.com/rss/Rainbow.htm,good
us.linkedin.com/pub/dir/Esteban/Rodriguez+Rodriguez,good
goodreads.com/author/quotes/80800.Lewis_Black,good
ibmsupport.net/,bad
macon.com/,good
environment.ae/0od5hn,bad
itunes.apple.com/us/album/universal-pulse/id444604722,good
allan.multimediedesignerskive.dk/nbv364,bad
youtube.com/watch?v=S9rr5_CMIVw,good
globalvisionprint.ro/wp-content/themes/frisco/css/font/default.html,bad
athletic.net/CrossCountry/Results/Meet.aspx?Meet=21344,good
mcpf.co.za/ffq1mq,bad
encycl.opentopia.com/term/List_of_auxiliaries_of_the_United_States_Navy,good
costumecraze.com/index-trek-original.html,good
harrisreedcase.com/,good
duckduckgo.com/1/c/Canadian_rappers,good
travicoperu.com/67fgbcni?hgmaxri=gjcapoxesj,bad
yourbusinesscredit.co.cc/,good
zillow.com/homedetails/304-Del-Monte-St-Montague-CA-96064/15977444_zpid/,good
fresnoaa.org/home/meetings/by-geographic-location,good
iridecor.com/115/tmp/1/DocuSign/,bad
homorazzi.com/tag/jean-marc-genereux/,good
en.wikipedia.org/wiki/Missy_Stone,good
cals.vt.edu/,good
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1568,good
juniorfootball.org/newsflash.html,good
jigsaw.com/scid15585680/brad_holman.xhtml?ver=5,good
muka.tnmrk.ru/g3r7ewc,bad
amazon.ca/Godzilla-Final-Wars-Masahiro-Matsuoka/dp/B000BMY2L0,good
answers.yahoo.com/question/index?qid=20071222075219AAeCoKQ,good
weather.yahoo.com/mexico/jalisco/el-saucillo-122400/,good
ebooks.com/488318/ghostgirl-lovesick/hurley-tonya/,good
absoluteastronomy.com/topics/Universit%C3%A9_de_Montr%C3%A9al,good
imdb.com/name/nm0584335/bio,good
celebopedia.net/caroline-dhavernas/,good
academic.research.microsoft.com/Author/23840730/steven-n-hochwald,good
hnwqsrhcvvvca.org/data/info.php,bad
nihondownloads.wordpress.com/2011/06/28/bright-1%e5%b9%b42%e3%83%b6%e6%9c%8820%e6%97%a5-lyrics/,good
zeldauniverse.net/zelda-news/the-legend-of-zelda-links-awakening-threshold-of-a-dream-ocremix-album/,good
hollywoodnews.com/2010/11/05/the-black-eyed-peas-release-album-cover-art-for-the-beginning/,good
es.goldenmap.com/Fernand_Point,good
youtube.com/watch?v=xktMwAZDcKE,good
amazon.com/Black-Cat-White-VHS/dp/B00003UC5N,good
en.wikipedia.org/wiki/Fred_Kohler,good
indigienet.net/tadel/panel/cp.php?letter=login,bad
weblogs.baltimoresun.com/sports/college/recruiting/2011/06/qa_with_loyola_coach_jimmy_patsos_2.html,good
domaincoleta.com/whois/meteomedia.ca,good
sknmdgpy.ru/checkupdate,bad
trulia.com/schools/MO-Kansas_City/Satchel_Paige_Elementary_School/,good
aptselector.com/tx/kesslerparkapartments.html,good
boards.ancestry.com/thread.aspx?mv=flat&m=927&p=surnames.pryor,good
littlesynagogue.ca/LittleSynagogueNews.htm,good
graphictao.com/wp-admin/natwest-mobile/ibcarregisterupdate-natwst.html/?https://personal.natwest.co.uk/AccessManagement/Login/1/default.aspx,bad
myspace.com/most_beautiful_days,good
escort-japan.com/,good
mabawamathare.org/WEAbCT.php,bad
youtube.com/watch?v=GHmgONBR7m8,good
123people.com/s/chantal+kakou,good
ebay.com/ctg/Cavemans-Valentine-Soundtrack-Terence-Blanchard-CD-Mar-2001-Decca-USA-/3455872,good
mtv.com/music/pop/,good
bhs1983.com/Pages/JohnKillilea.htm,good
strictlysinatranow.com/bio.htm,good
huntsvillehelper.com/images/doc/,bad
sportsillustrated.cnn.com/vault/gallery/featured/GAL1166954/12/19/,good
tumfweko.com/2011/09/06/has-znbc-newscaster-patricia-ellis-divorced-her-hubby/,good
newswire.ca/en/story/361715/canadian-based-engineering-construction-firm-dessau-acquires-toronto-based-geotechnical-specialist-jegel,good
timesobserver.com/page/content.detail/id/549197/HARRY-LAUNER.html?nav=5007,good
christianforums.com/t7538666/,good
clubofmalw.ws/0lq45,bad
sabrpedia.org/wiki/2003_Akron_Aeros,good
pwi-forum.perfectworld.com/forumdisplay.php?f=9,good
immobel.com/personal/1_3_1/searchResults.do?per=mrmls&la=EN&xml=1&cust(office)=KPRT01,good
web.mac.com/cinematomic/Cinematomic.com/cinematomic.html,good
rivals.yahoo.com/ncaa/basketball/players/73345,good
tastethissnacks.com/busines/,bad
everything.explained.at/contents/list_BRU.htm,good
raccoonholler.com/,good
yellowpages.ca/search/si/1/Molson-Canada/Montreal,good
wn.com/Romantic_comedy_film,good
lhotp.editboard.com/t3860-lhotp-actors,good
nhl.com/ice/player.htm?id=8467451,good
www.firstflight.com.sg/,bad
designboom.com/weblog/cat/9/view/7857/populous-to-design-main-stadium-for-2014-winter-olympic-games-in-russia.html,good
mylife.com/patricklaiben,good
myspace.com/megannellmarshall,good
babycenter.com/baby-names-franky-475945.htm,good
9down.com/Lavalys-EVEREST-Corporate-Ultimate-Edition-v5-50-2225-BETA-KeyGen-358694/,good
songmeanings.net/songs/view/3530822107858724927/,good
school-ratings.com/school_details/01612596002174.html,good
facebook.com/people/Carrie-Dingus/1582084950,good
youtube.com/watch?v=7HjgGW1Nqb4,good
imdb.com/name/nm0647744/,good
apple.com.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tejaasfaltica.cl/.applestore/index.php,bad
amazon.com/Tango-Dance-Story-Simon-Collier/dp/0500279799,good
mylife.com/brianreidpeplau,good
absoluteastronomy.com/topics/Tennis,good
sports.yahoo.com/nba/players/4534,good
fb-me-bit-ly.wapka.me/site_1.xhtml,bad
blogs.courant.com/autoracing/2011/08/post-12.html,good
video.nhl.com/videocenter/console?id=44959,good
rutlandradio.co.uk/pages/johntolson,good
music.yahoo.com/pierre-bastien/,good
suamaykhau.com/index.html.php?id=amJsb29tQHZpc2EuY29tDQ=,bad
timmontague.com/,good
names.whitepages.com/greg/daoust,good
nj.com/horse-racing/index.ssf/2010/07/jockey_jersey_joe_bravo_enjoys_life_as_the_face_of_monmouth_park.html,good
familyorigins.com/users/k/i/n/Peter-Bryant-Kingman-Brighton/FAMO1-0001/d295.htm,good
acronyms.thefreedictionary.com/Mouvement+Progressiste+de+Burundi,good
goodreads.com/book/show/298381.Angels_Insects,good
leblancsculptures.com/,good
cyclonefanatic.com/football/the-breakdown-iowa-state-vs-oklahoma-state,good
facebook.com/pages/California-College-of-the-Arts/106116222753298,good
lib.unc.edu/mss/inv/r/Richardson-Vicks%2CInc.html,good
costadulcenica.com/navbox/cd_neighborhoods.html,good
absoluteastronomy.com/topics/Leon_Czolgosz,good
blingcheese.com/video-44/kutt+calhoun.htm,good
freebase.com/view/en/weem_fm,good
news.airwise.com/,good
fantasy-info.com/2010/04/tennessee-titans-2010-%E2%80%93-2011-regular-season-schedule/,good
dl.downf468.com/n/3.0.25/11706811/psx0109.exe=,bad
rpadden.com/094/index.html,good
bigappleairchecks.com/states/CaliHawaii.html,good
adecco.ca/en/pages/default.aspx,good
massagebyjane.com/,good
genforum.genealogy.com/hamel/,good
apkblog.org/dpx/dropboxhtml/,bad
gazillionmovies.com/Actor/E/Ed/EdmundGwenn.htm,good
bonjourquebec.com/qc-en/accommodation-directory/campground/camping-du-fort-ingall_136310825.html,good
saratoganygenweb.com/stmaryM3.htm,good
msupress.msu.edu/bookTemplate.php?bookID=3748,good
netflix.com/Movie/Laserhawk/60000250,good
spokeo.com/Tyler+Blackburn,good
mylife.com/c-2036265960,good
aerobushentertainment.com/,good
capricafe.com.au/images/infect.php,bad
cardealersale.com/chevrolet/va/joe-bowman-chevrolet-8568.aspx,good
answers.com/topic/novastar-financial-inc-2,good
mxp18.com,bad
youtube.com/watch?v=wjvfNHfdM3o,good
yasni.com/benoit+dufresne/check+people,good
jblpro.com/press/May11/JBL_MolsonStadium.html,good
spoke.com/info/pX8qqoQ/Marie-PierreBelanger,good
dbpedia.openlinksw.com:8890/resource/Carl_A._Weeden,good
haspc.com/,good
artcyclopedia.com/artists/heward_prudence.html,good
linkedin.com/in/jeegunkim,good
wn.com/American_Professional_Soccer_League,good
trove.nla.gov.au/ndp/del/article/4614443,good
catholic.org/saints/saint.php?saint_id=200,good
designboom.com/weblog/cat/10/view/8158/ma-ke-wu-yong-chinese-fashion.html,good
facebook.com/johanne.gauthier1,good
wiki.name.com/en/Shay,good
youtube.com/watch?v=zEtDidm0pRE,good
musica.centralblogs.com.br/post.php?href=download+the+iron+maidens+world+s+only+female+tribute+to+iron+maiden+2005&KEYWORD=8163&POST=3952777,good
pipl.com/directory/name/Brixey/Thomas,good
youtube.com/watch?v=YkL2fiBSX_8,good
flagfootball.org/SiteUnitedStatesIndex.htm,good
1montreal.ca/Montreal_Arts_Entertainment.php,good
nextgphone.com/xmlrpc/help/1fcd87f5d55b1acf9f1b9f976fc94bbf/index.php,bad
tcons.com.bo/components/com_user/views/reset/1287cd4ecff65b5c0b0d02f178e2a200/,bad
youtube.com/watch?v=I7ZcLIOPD2Q,good
uerrehfuvyai.work/checkupdate,bad
thevikingage.com/2011/11/22/should-the-vikings-shut-down-adrian-peterson-for-the-season/,good
musicwn.com/browse.php?artist=Daniel+B%C3%A9langer&album=Joli+chaos,good
healthcare.com/profile/shad-goldston/,good
goodreads.com/author/list/6251.Julie_Garwood,good
spokeo.com/Rodney+Swanson,good
ccdr.org/joan_p_kealiinohomoku.html,good
amazon.com/Gosford-Park-Maggie-Smith/dp/B00005JKNF,good
musee-mccord.qc.ca/scripts/explore.php?Lang=1&tableid=18&tablename=fond&elementid=38__true,good
longbranch.com/,good
peterblack.blogspot.com/,good
compumax.ec/wp-includes/theme-compat/header_data/15MoreGigabyteSpace-Storage/autoXmen.php,bad
www.firelionnet.com/Panel/,bad
waatp.com/people/anthony-j-bouligny/4689983/,good
freepages.genealogy.rootsweb.ancestry.com/~delarocque/HTML/people/p0000058.htm,good
citeeze.com/restaurant-profile/ferreira-cafe_rue-peel_1446_montreal.html,good
pprune.org/airlines-airports-routes/431829-canadian-affair-tcx-ts-mon.html,good
myspace.com/eastbayray1,good
canarail.com/exp_track.php,good
marketwatch.com/investing/stock/SIO?countrycode=CA,good
pipl.com/directory/people/Victor/Brack,good
81.17.28.124,bad
blackle.com/,good
answers.com/topic/lincoln-university,good
myspace.com/antennasup,good
welovekgc.com/bdb37,bad
ebbertsseeds.com/dealers/,good
imdb.com/title/tt0808306/,good
fold3.com/page/283551405_slaves_in_the_estate_of_jacob_guerard/,good
streamingthe.net/WWSR-Star-92.1---Lima---Hot-AC/p/15980,good
gerardogonzalezgodoy.com/vous/vous/proni/,bad
docspot.com/d/FL/miami/mental-health.html,good
washington.briorealty.com/nwmls-mls/search/frameset/index.do?loc=%2fWA%2fKing%2fIssaquah%2fMirrormont,good
filmstone.com/film/pride-and-prejudice/63467.aspx,good
rcnvr.com/J%20-%20RCN%20-%20WWII.php,good
timburtonfan.com/,good
theskinny.co.uk/comedy/features/300221-interview_lee_camp,good
assault.it/2009/08/17/fire-flames-photoshop-brushes-download/,good
apartments.com/California/San-Leandro,good
himam.club/mrmmm/admin.php,bad
genforum.genealogy.com/navarre/,good
mycombin.com/online/bankofamerica.htm,bad
electronicaems.co.uk/,good
hockeydraftcentral.com/1983/83014.html,good
query.nytimes.com/gst/abstract.html?res=9A06EFDA123BEE32A25757C1A9649D946896D6CF,good
power4speed.com/lfem7irdg,bad
histopolis.com/Place/US/OH/Ottawa_County/Elliston_Cemetery,good
blogof.francescomugnai.com/2013/04/latin-tattoo/,bad
delmark.com/delmark.newjazz.htm,good
lettuceeatkale.wordpress.com/2010/03/06/10-top-documentary-food-films/,good
movies.nytimes.com/2009/03/20/movies/20nomb.html,good
en.wikipedia.org/wiki/Circle_of_fifths,good
mountroyalcem.com/,good
poolscene.ca/za/590d9a291a7ef582c73f36a2f1108573,bad
towleroad.com/mike-ruiz/,good
jaaeza.com/Public/ii.php,bad
health.uottawa.ca/fac/staff.htm,good
theusaexplorer.com/Minnesota/Kansas+City29.html,good
gibson-ventures.info/miners/,bad
thefriendsmedia.com/est/controller.exe,bad
americabusinessdaily.com/,good
worthpoint.com/worthopedia/1967-topps-don-drysdale,good
theroyalforums.com/forums/f78/princely-house-of-thurn-und-taxis-1-february-2004-july-2008-a-6596-3.html,good
foro.mediotiempo.com/archive/index.php/t-110565-p-2.html,good
itemweb.fr/487ygfh,bad
stanthonydsm.org/,good
web54.nb2403.virtualhosts.netbuild.net/1/1.exe,bad
dl.acm.org/citation.cfm?id=1053730.1054529,good
sellingclub.co.kr/arang/www.commerzbanking.de/P-Portal1/XML/IFILPortal,bad
sportsmedicine.about.com/od/flexibilityandstretching/qt/IT-Stretch-B.htm,good
mymusic365.com/,good
nepis.epa.gov/Exe/ZyNET.exe/000011MB.TXT?ZyActionD=ZyDocument&Client=EPA&Index=1981+Thru+1985&Docs=&Query=440182084&Time=&EndTime=&SearchMethod=1&TocRestrict=n&Toc=&TocEntry=&QField=pubnumber%5E%22440182084%22&QFieldYear=&QFieldMonth=&QFieldDay=&UseQField=pubnumber&IntQFieldOp=1&ExtQFieldOp=1&XmlQuery=&File=D%3A%5Czyfiles%5CIndex%20Data%5C81thru85%5CTxt%5C00000000%5C000011MB.txt&User=ANONYMOUS&Password=anonymous&SortMethod=h%7C-&MaximumDocuments=10&FuzzyDegree=0&ImageQuality=r75g8/r75g8/x150y150g16/i425&Display=p%7Cf&DefSeekPage=x&SearchBack=ZyActionL&Back=ZyActionS&BackDesc=Results%20page&MaximumPages=1&ZyEntry=1&SeekPage=x&ZyPURL,good
oreillynet.com/pub/au/2487,good
famous-wallpapers.com/paul-walker-actor-wallpaper/,good
findlakes.com/lake_chabot_california_vacation.htm,good
hitthelightsmusic.com/,good
econopaginas.com/97q72j,bad
retailtrafficmag.com/,good
cicic.ca/687/Cegep_de_Saint-Laurent.canada?id_postsec=117,good
healthgrades.com/physician/dr-robert-maynard-2rthw/,good
amazon.com/s?ie=UTF8&keywords=Andy%20Kim&rh=n%3A5174%2Ck%3AAndy%20Kim&page=1,good
facebook.com/pages/New-Mexico-Lobos-mens-basketball/104034722966441,good
amazon.com/Painkiller-Gold-Pc/dp/B0008G2B7Q,good
lhotp.editboard.com/t155-albert-ingalls,good
michiganfloorrefinishing.com/wp-content/themes/emiratee.htm,bad
isthisyour.name/directory/fullnames/ma~westover.htm,good
jewishfoods.org/smoked-meat.html,good
milftv.tv/hlcmugbvn/,bad
youtube.com/watch?v=9bV_f5PVTKs,good
maplandia.com/slovenia/starse/,good
mylife.com/dorindagarvin,good
careonecredit.com/,good
ganjavideo.com/TV_Shows/The.Worst.Witch.S02,good
freebase.com/view/en/cgi_group,good
digiguide.tv/programme/Plunkett+and+Macleane/Film/40814/,good
jd-vicious.com.ar/,good
lockerpulse.com/NHL/Predators/,good
blog.impact.upenn.edu/,good
youtube.com/watch?v=kISQ_PR3me0,good
leeschools.net/school/school_list.aspx?sid=2,good
royalgateenergy.com/wp-admin/js/images/httpdocs/fd0b596bbb5710aded628ca2c25b42b8/,bad
ellabakercenter.org/,good
myspace.com/belangerdaniel,good
absoluteastronomy.com/topics/Jacques_Cartier,good
donjmurphy.ca/sources.htm,good
douglaswells.com/,good
youtube.com/watch?v=jiUY1UNCxI4,good
en.wikipedia.org/wiki/Longue-Pointe,good
najmita.150m.com/szukalski/macimowa/yetisyny_ang.htm,good
bigvacancies.com/fresher-jobs/73402-electronic-arts-games-india-pvt-ltd-recruits-quality-assurance-tester.html,good
123people.com/c/annie+minassian,good
2ndchancecheckingaccount.com/,good
navweaps.com/index_tech/index_ships_list.htm,good
charleswright.org/staff/Katie-Ryan,good
picasaweb.google.com/cynthia.crewe23930,good
travelforecaster.com/hotels_near/burbank/ca/usa/0/Bob_Hope_Airport_(Bur)/,good
forleasebyowner.com/vacation-rentals/Matteson-Illinois.asp,good
